text,label
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",benign
"Omw back to tampa from west palm, you hear what happened?",benign
Yup no more already... Thanx 4 printing n handing it up.,benign
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,fraud
What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,benign
S now only i took tablets . Reaction morning only.,benign
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,fraud
"Nah, I'm a perpetual DD",benign
Sorry de i went to shop.,benign
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,fraud
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",benign
Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,benign
Nope i'm not drivin... I neva develop da photos lei...,benign
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,benign
Cool. I am  &lt;#&gt;  inches long. hope you like them big!,benign
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",benign
Okie.. Thanx..,benign
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,fraud
Go where n buy? Juz buy when we get there lar.,benign
Ok lor...,benign
I'm working technical support :)voice process.,benign
It's justbeen overa week since we broke up and already our brains are going to mush!,benign
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",benign
Nope... C Ì_ then...,benign
No. But we'll do medical missions to nigeria,benign
No i am not having not any movies in my laptop,benign
Whatsup there. Dont u want to sleep,benign
Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,fraud
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",fraud
I havent lei.. Next mon can?,benign
Mm feeling sleepy. today itself i shall get that dear,benign
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,benign
Do Ì_ noe if ben is going?,benign
Can you do a mag meeting this avo at some point?,benign
I meant middle left or right?,benign
Really? I crashed out cuddled on my sofa.,benign
Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,benign
"I sent you the prices and do you mean the  &lt;#&gt; g,",benign
Are you this much buzy,benign
Nothing. Can...,benign
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,fraud
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,benign
But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,benign
"Tick, tick, tick ... Babe",benign
R Ì_ going 4 today's meeting?,benign
K da:)how many page you want?,benign
Ya had just now.onion roast.,benign
Send his number and give reply tomorrow morning for why you said that to him like that ok,benign
You said not now. No problem. When you can. Let me know.,benign
Ok but tell me half an hr b4 u come i need 2 prepare.,benign
Play w computer? Aiyah i tok 2 u lor?,benign
Sat right? Okay thanks... ,benign
"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",benign
Ok Chinese food on its way. When I get fat you're paying for my lipo.,benign
We r outside already.,benign
Have a good trip. Watch out for . Remember when you get back we must decide about easter.,benign
Yo we are watching a movie on netflix,benign
What time. IÛ÷m out until prob 3 or so,benign
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",benign
I dont thnk its a wrong calling between us,benign
I am not sure about night menu. . . I know only about noon menu,benign
ARR birthday today:) i wish him to get more oscar.,benign
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",benign
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",benign
 and  picking them up from various points,benign
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,fraud
Wow v v impressed. Have funs shopping!,benign
I am on the way to ur home,benign
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,fraud
No problem. Talk to you later,benign
Then ur sis how?,benign
Still in customer place,benign
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,fraud
"Dude u knw also telugu..thts gud..k, gud nyt..",benign
We confirm eating at esplanade?,benign
Send me your id and password,benign
Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,benign
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",fraud
Well I might not come then...,benign
Long after I quit. I get on only like 5 minutes a day as it is.,benign
Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,benign
Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,benign
"Just arrived, see you in a couple days &lt;3",benign
"K, wat s tht incident?",benign
Yeah get the unlimited,benign
cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,benign
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",benign
ÌÏ got wat to buy tell us then Ì_ no need to come in again.,benign
When you are big..| God will bring success.,benign
UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,fraud
"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",benign
Not from this campus. Are you in the library?,benign
"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",benign
How will I creep on you now? ;_;,benign
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,benign
If I get there before you after your ten billion calls and texts so help me god,benign
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,benign
I've told him that i've returned it. That should i re order it.,benign
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",benign
Depends on where u going lor.,benign
And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,benign
FreeMsg>FAV XMAS TONES!Reply REAL,fraud
Lil fever:) now fine:),benign
I think it's all still in my car,benign
Can a not?,benign
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,fraud
Yes princess! I want to catch you with my big strong hands...,benign
Oh yeah I forgot. U can only take 2 out shopping at once.,benign
Mm so you asked me not to call radio,benign
Thinkin about someone is all good. No drugs for that,benign
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",benign
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",benign
"Alright if you're sure, let me know when you're leaving",benign
Some are lasting as much as 2 hours. You might get lucky.,benign
Genius what's up. How your brother. Pls send his number to my skype.,benign
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",fraud
Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,benign
Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,benign
INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,fraud
Oh god..taken the teeth?is it paining,benign
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,fraud
Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,benign
No need to buy lunch for me.. I eat maggi mee..,benign
"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",fraud
Ok lor...,benign
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",benign
Wife.how she knew the time of murder exactly,benign
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,fraud
Howz that persons story,benign
Thanx 4 sending me home...,benign
Its normally hot mail. Com you see!,benign
"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",fraud
U sick still can go shopping?,benign
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",benign
Nice.nice.how is it working?,benign
1's reach home call me.,benign
Were trying to find a Chinese food place around here,benign
"Easy mate, * guess the quick drink was bit ambitious.",benign
BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,benign
Ok thanx...,benign
aathi..where are you dear..,benign
"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",benign
Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,benign
Will be out of class in a few hours. Sorry,benign
Wat time u finish ur lect today?,benign
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",fraud
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",benign
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",fraud
She's fine. Good to hear from you. How are you my dear? Happy new year oh.,benign
Are you going to wipro interview today?,benign
how tall are you princess?,benign
I doubt you could handle 5 times per night in any case...,benign
Haha... Hope Ì_ can hear the receipt sound... Gd luck!,benign
Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,benign
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",benign
Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,benign
In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,benign
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",benign
I want to be there so i can kiss you and feel you next to me,benign
I am not at all happy with what you saying or doing,benign
Adult 18 Content Your video will be with you shortly,fraud
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",benign
What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,benign
He says hi and to get your ass back to south tampa (preferably at a kegger),benign
Smith waste da.i wanna gayle.,benign
"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",benign
"Aight, tomorrow around  &lt;#&gt;  it is",benign
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",benign
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",fraud
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,benign
See you there! ,benign
I dont understand your message.,benign
Crucify is c not s. You should have told me earlier.,benign
"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",benign
Fuck cedar key and fuck her (come over anyway tho),benign
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,benign
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",fraud
U still painting ur wall?,benign
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",fraud
Printer is cool. I mean groovy. Wine is groovying,benign
Hi Harish's rent has been transfred to ur Acnt.,benign
Anything lor is she coming?,benign
Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,benign
ÌÏ still attending da talks?,benign
No probs hon! How u doinat the mo?,benign
K I'll take care of it,benign
I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,benign
My battery is low babe,benign
Shuhui has bought ron's present it's a swatch watch...,benign
"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",benign
Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,benign
K I'll be sure to get up before noon and see what's what,benign
K...k...yesterday i was in cbe .,benign
Went to ganesh dress shop,benign
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",fraud
ÌÏ collecting ur laptop then going to configure da settings izzit?,benign
If you r @ home then come down within 5 min,benign
"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",benign
Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,benign
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,fraud
"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it.",benign
Tell me pa. How is pain de.,benign
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,benign
"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",benign
"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",benign
ALRITE,benign
Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,benign
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,fraud
How do you guys go to see movies on your side.,benign
"Sorry,in meeting I'll call later",benign
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,benign
Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,benign
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,fraud
Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,benign
What time should I tell my friend to be around?,benign
Yes. that will be fine. Love you. Be safe.,benign
Thanks chikku..:-) gud nyt:-*,benign
Is xy in ur car when u picking me up?,benign
"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",benign
"Yo, any way we could pick something up tonight?",benign
I've not sent it. He can send me.,benign
Fine am simply sitting.,benign
Thts god's gift for birds as humans hav some natural gift frm god..,benign
Are you coming to day for class.,benign
Im done. Just studyn in library,benign
Ok... U enjoy ur shows...,benign
Anything...,benign
Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,benign
Wat's my dear doing? Sleeping ah?,benign
Hi' Test on  &lt;#&gt; rd ....,benign
Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,benign
Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,benign
Yup n her fren lor. I'm meeting my fren at 730.,benign
"Yeah, we got one lined up for us",benign
"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",benign
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,benign
Hey i've booked the pilates and yoga lesson already... Haha,benign
Are you ok. What happen to behave like this,benign
You have 1 new message. Please call 08712400200.,fraud
My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,benign
"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",benign
No message..no responce..what happend?,benign
We currently have a message awaiting your collection. To collect your message just call 08718723815.,fraud
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",benign
make that 3! 4 fucks sake?! x,benign
Leave it. U will always be ignorant.,benign
Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),benign
at bruce b downs &amp; fletcher now,benign
Where are you ? You said you would be here when I woke ... :-(,benign
Hey now am free you can call me.,benign
Tell me whos this pls:-),benign
"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",fraud
"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",benign
Id have to check but there's only like 1 bowls worth left,benign
Yes there were many sweets,benign
I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,benign
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,fraud
Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,benign
Sir send to group mail check it.,benign
I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,benign
"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",benign
You dont know you jabo me abi.,benign
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",fraud
Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,benign
"Are you being good, baby? :)",benign
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,benign
"Mostly sports type..lyk footbl,crckt..",benign
Ma head dey swell oh. Thanks for making my day,benign
U should make a fb list,benign
Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,benign
Sary just need Tim in the bollox &it hurt him a lot so he tol me!,benign
Happy New Year Princess!,benign
"I'll text carlos and let you know, hang on",benign
"Don't worry, * is easy once have ingredients!",benign
I love u 2 my little pocy bell I am sorry but I love u,benign
"Ok omw now, you at castor?",benign
Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,benign
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",fraud
What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,benign
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",benign
"Tonight? Yeah, I'd be down for that",benign
What should i eat fo lunch senor,benign
"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",benign
No break time one... How... I come out n get my stuff fr Ì_?,benign
Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,fraud
"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",benign
Do you still have the grinder?,benign
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,fraud
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",benign
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",fraud
K.i did't see you.:)k:)where are you now?,benign
So i'm doing a list of buyers.,benign
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",benign
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,benign
They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,benign
Don know..he is watching film in computer..,benign
No b4 Thursday,benign
"Oh, then your phone phoned me but it disconnected",benign
Id onluy matters when getting on from offcampus,benign
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,fraud
"Excellent, I'll see what riley's plans are",benign
I will see in half an hour,benign
"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",fraud
Ew are you one of them?,benign
Also hi wesley how've you been,benign
Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,benign
"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",fraud
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,fraud
Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),benign
"Hm good morning, headache anyone? :-)",benign
Yeah no probs - last night is obviously catching up with you... Speak soon ,benign
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,fraud
I might go 2 sch. Yar at e salon now v boring.,benign
 &lt;#&gt;  mins but i had to stop somewhere first.,benign
"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",benign
One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,benign
I didn't get the second half of that message,benign
Wat time do u wan 2 meet me later?,benign
I thank you so much for all you do with selflessness. I love you plenty.,benign
Am in film ill call you later.,benign
How dare you change my ring,benign
You are a very very very very bad girl. Or lady.,benign
I love ya too but try and budget your money better babe. Gary would freak on me if he knew,benign
"What part of \don't initiate\"" don't you understand""",benign
I finished my lunch already. U wake up already?,benign
You still at the game?,benign
You have got tallent but you are wasting.,benign
What is your record for one night? :),benign
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",benign
 gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,benign
Jokin only lar... :-) depends on which phone my father can get lor...,benign
"Aight, lemme know what's up",benign
Get ready for  &lt;#&gt;  inches of pleasure...,benign
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,benign
;-) ok. I feel like john lennon.,benign
Cos darren say Ì_ considering mah so i ask Ì_...,benign
You are not bothering me but you have to trust my answers. Pls.,benign
"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",benign
One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,benign
Aight what time you want me to come up?,benign
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,benign
Your bill at 3 is å£33.65 so thats not bad!,benign
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,benign
"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",benign
So how's the weather over there?,benign
"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",benign
Die... Now i have e toot fringe again...,benign
Lol they don't know about my awesome phone. I could click delete right now if I want.,benign
Ok,benign
"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",benign
Please leave this topic..sorry for telling that..,benign
Pls send me the correct name da.,benign
What happened to our yo date?,benign
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,fraud
Webpage s not available!,benign
Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,benign
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,fraud
"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",benign
K..k...from tomorrow onwards started ah?,benign
What u talking bout early morning? It's almost noon where your at!,benign
Fine. Do you remember me.,benign
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",fraud
Ok. How many should i buy.,benign
"Sounds good, keep me posted",benign
Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,fraud
Ok. So april. Cant wait,benign
Boy you best get yo ass out here quick,benign
Ay wana meet on sat?Ì_ wkg on sat?,benign
I'm now but have to wait till 2 for the bus to pick me.,benign
Apart from the one i told you about yesterday?,benign
Ok lor... But buy wat?,benign
Somebody should go to andros and steal ice,benign
Don know. I did't msg him recently.,benign
Take us out shopping and Mark will distract Isaiah.=D,benign
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",benign
There is no sense in my foot and penis.,benign
Okay but i thought you were the expert,benign
*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,benign
S.s:)i thinl role is like sachin.just standing. Others have to hit.,benign
